gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
FMC1,3,-0.097,0.158,-0.61,0.53980719315935,0.620859164971613,80.6,0.0529,10.3,down
RP11-341D18.5,2,0.304,0.496,0.61,0.53985003655412,0.620877935820743,90.1,0.4473,10.12,up
C16orf87,3,-0.087,0.142,-0.61,0.539962012224464,0.620948783851657,87.6,0.0499,16.08,down
RP11-384P7.7,2,-0.482,0.787,-0.61,0.539964690678129,0.620948783851657,45.8,0.7817,1.85,down
PCAT19,2,0.347,0.567,0.61,0.540493578920037,0.621526462098499,97,0.6233,33.28,up
PPFIA3,3,-0.086,0.14,-0.61,0.540603538181496,0.621598182216423,76,0.0373,8.33,down
TTLL11,3,-0.06,0.099,-0.61,0.540609055993171,0.621598182216423,58.4,0.0156,4.81,down
GMCL1P1,2,0.059,0.096,0.61,0.540708775903759,0.621682305261841,0,0,0.92,up
RP11-597A11.4,2,0.153,0.25,0.61,0.540737801601081,0.621685143051898,80.8,0.1035,5.22,up
AC114755.7,2,0.174,0.285,0.61,0.541137878696415,0.622114556644945,38.3,0.084,1.62,up
EEF1A2,3,0.178,0.291,0.61,0.541184817004123,0.622134666205731,82.5,0.1569,11.45,up
AC073641.2,3,0.041,0.067,0.61,0.541208524183583,0.622134666205731,6.4,0.001,2.14,up
SLC9A7P1,2,-0.218,0.357,-0.61,0.541475429873257,0.622410917648077,49.1,0.1567,1.97,down
LINC00852,3,-0.08,0.132,-0.61,0.541503640856448,0.622412782520308,44.3,0.0237,3.59,down
CNNM3,3,-0.167,0.274,-0.61,0.541668250904206,0.622571418737004,96.8,0.2127,61.95,down
PPP1R26,3,0.103,0.169,0.61,0.541696884420927,0.622573761165038,85.3,0.0628,13.56,up
ASH2L,3,-0.046,0.075,-0.61,0.541818828703744,0.622683340425448,85.8,0.0127,14.09,down
RP13-150K15.1,2,0.187,0.307,0.61,0.541902874674979,0.622740889120607,81.2,0.1561,5.33,up
TMSB4XP4,3,0.088,0.144,0.61,0.541929401289516,0.622740889120607,72.6,0.0392,7.3,up
GNAI2,3,0.143,0.235,0.61,0.541948711741851,0.622740889120607,96.7,0.1589,61.42,up
CTNNA1P1,3,0.038,0.062,0.61,0.542049565512323,0.622826205226426,0,0,1.09,up
WBP11P1,2,0.042,0.069,0.61,0.54219603774693,0.622963926946985,3.1,6e-04,1.03,up
ADSS,3,0.022,0.035,0.61,0.54226037034889,0.62299713565564,0,0,1,up
SOX17,2,-0.096,0.157,-0.61,0.542278168060119,0.62299713565564,51.3,0.0291,2.05,down
TOPORS,3,-0.046,0.075,-0.61,0.542591254716572,0.623326234561527,78.3,0.0127,9.23,down
RHOU,3,-0.032,0.052,-0.61,0.54294685374605,0.623704136781887,0,0,0.3,down
MIR611,2,0.04,0.066,0.61,0.543029237820901,0.623762612822727,0,0,0.05,up
NSMF,3,0.086,0.141,0.61,0.543051050849125,0.623762612822727,85.4,0.0474,13.7,up
NANOS1,3,-0.162,0.266,-0.61,0.543170700211827,0.623867805317653,89.7,0.1547,19.4,down
PSAT1,3,0.11,0.181,0.61,0.543199730288946,0.623867805317653,88,0.0768,16.73,up
CTD-2031P19.4,3,0.059,0.097,0.61,0.543222584296199,0.623867805317653,41.4,0.0117,3.41,up
RP11-390K5.6,3,-0.152,0.251,-0.61,0.543364412209135,0.623977138433998,64.4,0.1171,5.62,down
LA16c-316G12.2,3,0.265,0.436,0.61,0.543371095176089,0.623977138433998,83.4,0.4614,12.05,up
TRIP11,3,-0.093,0.153,-0.61,0.543519037717036,0.624116410964294,91.6,0.0627,23.91,down
RP11-18B3.2,2,0.125,0.206,0.61,0.543602520505994,0.624181655100054,0,0,0.05,up
L34079.3,3,-0.043,0.07,-0.61,0.543744284091182,0.624313809411933,9.7,0.002,2.21,down
EI24P2,2,0.098,0.161,0.61,0.543784464843165,0.624329321571124,66.7,0.0374,3.01,up
FCF1P2,3,-0.043,0.071,-0.61,0.544071798190382,0.624628578903319,36.4,0.0058,3.14,down
FAM110D,2,-0.298,0.492,-0.61,0.544101496056483,0.624632039683498,92.8,0.4497,13.81,down
TIMP1,3,-0.092,0.151,-0.61,0.544141584565031,0.624647428064084,65.3,0.0407,5.76,down
BIVM-ERCC5,3,-0.041,0.068,-0.61,0.544196042219618,0.624679309190362,84.9,0.0106,13.23,down
ARID4B,3,-0.043,0.071,-0.61,0.54432772407205,0.624778546132216,78,0.0113,9.08,down
CACTIN,3,0.046,0.076,0.61,0.544335872885067,0.624778546132216,66.2,0.0111,5.91,up
CTD-3193O13.12,3,-0.074,0.122,-0.61,0.544373786197501,0.624791427784728,82.3,0.0347,11.32,down
RP1-22N22.1,2,0.088,0.145,0.61,0.544579598778904,0.624997000922457,0,0,0.26,up
HSPD1P12,2,0.343,0.566,0.61,0.545115217251348,0.625581043270752,77.5,0.5163,4.45,up
RP4-597J3.1,2,0.088,0.145,0.61,0.545169579695439,0.625612759992672,0,0,0,up
ZNF442,3,-0.183,0.303,-0.6,0.545288523958915,0.625718581242854,92.8,0.2085,27.93,down
CTD-2589H19.6,3,0.215,0.356,0.6,0.54533910108044,0.625731254815124,86.2,0.3192,14.52,up
TMEM99,3,0.051,0.085,0.6,0.545369326345604,0.625731254815124,0,0,1.53,up
RP11-566K11.7,3,-0.049,0.082,-0.6,0.545390774524361,0.625731254815124,61.5,0.0113,5.19,down
SLC7A2,3,0.282,0.467,0.6,0.545406489950352,0.625731254815124,96.6,0.5673,59.42,up
TPK1,3,0.053,0.087,0.6,0.545507287755605,0.625816226369564,29,0.0077,2.82,up
HMGN4,3,-0.022,0.036,-0.6,0.545721747402192,0.626031578209248,32.7,0.0014,2.97,down
RP11-291L22.9,3,-0.142,0.234,-0.6,0.545795938983714,0.626086006550191,85.4,0.1327,13.69,down
LOXL1-AS1,3,0.131,0.216,0.6,0.545840047325853,0.626090897074152,87.6,0.1048,16.18,up
MOCS1,3,-0.133,0.219,-0.6,0.54585369380949,0.626090897074152,80.8,0.1102,10.41,down
FLNA,3,-0.147,0.243,-0.6,0.546055189656752,0.626291324579858,94,0.1534,33.5,down
IFI27L1,3,0.12,0.198,0.6,0.546125645178814,0.626309448289899,88.1,0.0901,16.87,up
ALG1L13P,3,-0.053,0.087,-0.6,0.546130690304032,0.626309448289899,0,0,0.78,down
PLS3,3,-0.053,0.087,-0.6,0.546151256693652,0.626309448289899,80,0.0172,10.02,down
TNPO1P1,3,0.146,0.242,0.6,0.546223185375316,0.626361249458743,73.6,0.1262,7.57,up
RP11-546B15.1,3,-0.026,0.044,-0.6,0.546349094256174,0.626447876673491,15.8,0.0011,2.37,down
CTD-3222D19.8,3,0.032,0.054,0.6,0.546352251277969,0.626447876673491,17.3,0.0019,2.42,up
KCTD9P5,3,-0.133,0.221,-0.6,0.546699879162772,0.626805340553583,70.9,0.1011,6.88,down
CDK3,3,-0.099,0.164,-0.6,0.546717563476571,0.626805340553583,77.5,0.0618,8.89,down
NECAP2,3,0.02,0.033,0.6,0.546779408986774,0.626845545079161,28.7,0.001,2.8,up
MIR4709,3,-0.078,0.13,-0.6,0.54688566027575,0.62693665139055,82.5,0.0389,11.4,down
TRPV2,3,0.092,0.152,0.6,0.546962959659193,0.626994560631803,76.3,0.041,8.44,up
BBS7,3,-0.067,0.11,-0.6,0.547059440991628,0.627065495562308,75.4,0.0241,8.14,down
RP11-214F16.8,2,0.121,0.2,0.6,0.547078414963006,0.627065495562308,0,0,0.47,up
MAN2C1,3,-0.055,0.091,-0.6,0.547152051807764,0.627095145757012,57.6,0.0142,4.71,down
HCFC1,3,0.084,0.14,0.6,0.547157860313852,0.627095145757012,85.1,0.0464,13.41,up
OTX1,3,-0.11,0.183,-0.6,0.547340717452952,0.627274006406352,85.3,0.0792,13.63,down
CTD-2314G24.2,2,-0.264,0.438,-0.6,0.547473974987026,0.627396009226577,81.9,0.3163,5.53,down
AC093616.4,3,-0.021,0.034,-0.6,0.547528991445665,0.62742834152886,0,0,0.24,down
PRELID3BP10,2,0.381,0.635,0.6,0.547939206945752,0.62786768296995,96.4,0.7763,27.47,up
ZNRD1ASP,3,0.115,0.191,0.6,0.548006942893419,0.627914563200786,86.9,0.083,15.28,up
TM4SF1,3,0.184,0.307,0.6,0.548064204940121,0.627949438277288,94.1,0.263,33.78,up
G6PC3,3,0.14,0.232,0.6,0.548145285359238,0.628011598716445,92.5,0.1431,26.62,up
CELSR2,3,-0.153,0.254,-0.6,0.548337214316437,0.628200746338446,93.5,0.1601,30.96,down
RACGAP1P,2,0.28,0.467,0.6,0.548463301004412,0.628314447157301,68.8,0.329,3.21,up
SLC25A45,3,0.073,0.122,0.6,0.548520461045063,0.628349178987222,50.5,0.021,4.04,up
RP11-67A1.2,3,0.058,0.097,0.6,0.548629553586217,0.628443394984329,72,0.0181,7.15,up
ZNF788,3,-0.183,0.305,-0.6,0.548697363850861,0.628490316112189,87.1,0.2069,15.54,down
PTMAP3,2,0.092,0.154,0.6,0.548736256685128,0.628504111593217,61.3,0.0293,2.58,up
TSPAN13,3,0.028,0.047,0.6,0.548764200180326,0.628505365332025,0,0,1.6,up
SVBP,3,-0.086,0.143,-0.6,0.5488690767043,0.62854578177949,88.6,0.0495,17.5,down
SPDYE2,3,0.062,0.104,0.6,0.548880140730174,0.62854578177949,9.8,0.0039,2.22,up
RASSF1,3,-0.072,0.119,-0.6,0.548881914651619,0.62854578177949,88.6,0.0363,17.48,down
CTD-2319I12.10,3,0.079,0.131,0.6,0.548906891234914,0.62854578177949,70.7,0.0337,6.83,up
GTF2H2C,3,0.03,0.05,0.6,0.549349525625829,0.629021866825232,0,0,1.76,up
CCDC22,3,0.022,0.038,0.6,0.549423769911594,0.629076108088065,0,0,1.74,up
CTC-471J1.10,2,-0.226,0.378,-0.6,0.549633633801206,0.629285617414284,82.6,0.2398,5.75,down
GS1-21A4.2,2,-0.059,0.099,-0.6,0.549792279657733,0.629436468651043,0,0,0.21,down
RSPH10B,3,0.053,0.089,0.6,0.550001448043799,0.629645143645212,45.5,0.0108,3.67,up
CA14,3,-0.152,0.254,-0.6,0.550141855668818,0.629775084324484,86.3,0.1333,14.56,down
BEND7,3,0.3,0.502,0.6,0.550344756710202,0.629951541207558,95.3,0.6407,42.86,up
RP11-305B6.1,3,0.037,0.061,0.6,0.550353484983576,0.629951541207558,20.2,0.0026,2.51,up
PADI1,3,0.238,0.398,0.6,0.550376732059335,0.629951541207558,75,0.3078,8.01,up
RPL19P21,3,0.054,0.09,0.6,0.550590463848684,0.630165362941076,0,0,0.34,up
FAM168B,3,-0.055,0.093,-0.6,0.550675198173738,0.630231529972085,92.5,0.0218,26.61,down
CHCHD4P3,2,-0.234,0.392,-0.6,0.550810576034634,0.630355647733793,58.9,0.2003,2.44,down
RIF1,3,-0.105,0.176,-0.6,0.550853344418102,0.630373774906304,90.7,0.0764,21.4,down
MCHR1,3,0.238,0.398,0.6,0.550910966022581,0.630408896887257,88.7,0.3846,17.7,up
AC011742.3,3,0.068,0.115,0.6,0.551014694129676,0.630496772650386,0,0,1.99,up
RPS20P35,3,-0.039,0.065,-0.6,0.551060557940779,0.63051843202677,0,0,1.59,down
RP13-279N23.2,3,0.033,0.055,0.6,0.551167210174445,0.630609639441524,0,0,1.86,up
ASB6,3,-0.019,0.032,-0.6,0.551384017745336,0.6308206369963,0,0,1.56,down
ZNF724,3,0.077,0.129,0.6,0.551405522415237,0.6308206369963,58.8,0.0264,4.86,up
RP11-422P24.9,3,-0.111,0.186,-0.6,0.551547212672388,0.630951898619358,78.3,0.0799,9.22,down
C12orf54,2,0.37,0.622,0.6,0.551721113519917,0.631119658908362,56.3,0.5277,2.29,up
HNRNPA1P6,2,-0.046,0.077,-0.6,0.551747781603641,0.631119658908362,0,0,0.06,down
FKTN,3,-0.057,0.096,-0.6,0.551838187941264,0.63119222815973,74.7,0.0176,7.91,down
U2SURP,3,-0.027,0.045,-0.59,0.55188246341886,0.631212028444427,0,0,1.6,down
RP11-436H11.1,2,0.057,0.096,0.59,0.55216942409899,0.631509382877333,0,0,0.04,up
EVPLL,3,-0.052,0.088,-0.59,0.552266353593209,0.631589382542549,0,0,0.88,down
HTATSF1,3,-0.036,0.061,-0.59,0.55232524682257,0.631625877033197,72.3,0.0077,7.22,down
RPL23AP58,2,0.097,0.164,0.59,0.552390150772029,0.631669241337621,33.7,0.0187,1.51,up
GMPR,3,-0.122,0.206,-0.59,0.552513345420293,0.631779254735426,57.4,0.0669,4.7,down
RP11-160E2.6,3,0.124,0.209,0.59,0.552852806525565,0.632136538267814,54.6,0.0675,4.4,up
CSPG4P10,3,0.055,0.093,0.59,0.553016757397563,0.632293116827174,2.7,0.001,2.06,up
RP11-210N13.1,2,0.138,0.233,0.59,0.553073788762873,0.63232743937241,68.3,0.0786,3.15,up
MIR6717,2,0.231,0.389,0.59,0.553206450997172,0.632433900641026,97,0.2932,33.26,up
THAP1,3,0.053,0.09,0.59,0.553220939955842,0.632433900641026,58.6,0.0132,4.83,up
RP11-705C15.3,3,0.102,0.173,0.59,0.553322234000962,0.632518809245459,66.8,0.0573,6.03,up
RP11-567M16.2,2,0.074,0.126,0.59,0.553369038604347,0.632524463783993,0,0,0.26,up
BRAT1,3,0.028,0.047,0.59,0.553381221679532,0.632524463783993,0,0,1.78,up
PSMD10P1,3,-0.181,0.305,-0.59,0.553525307039227,0.632635757215739,82.9,0.2289,11.67,down
AC007387.2,3,0.067,0.113,0.59,0.553549597361246,0.632635757215739,0,0,0.31,up
SERPINF2,3,-0.04,0.067,-0.59,0.553561060254046,0.632635757215739,0,0,0.79,down
CITED2,3,0.057,0.096,0.59,0.553586691050758,0.632635757215739,46.2,0.0118,3.72,up
FBXL8,3,-0.086,0.146,-0.59,0.553832869081037,0.632861248547565,68.6,0.04,6.38,down
MFGE8,3,-0.175,0.295,-0.59,0.553838076711752,0.632861248547565,95.6,0.2141,45.27,down
RP11-452K12.4,3,-0.062,0.106,-0.59,0.55398461186324,0.632997792703011,0,0,1.12,down
GCSHP5,3,0.166,0.281,0.59,0.554137595559057,0.633141691450701,95.4,0.2004,43.72,up
RP11-264I13.2,3,-0.098,0.166,-0.59,0.554360630481222,0.633365610763577,74.1,0.0515,7.72,down
KDM1B,3,0.086,0.146,0.59,0.554484180393092,0.633475850601361,91.3,0.0505,22.93,up
PRDX5,3,0.142,0.24,0.59,0.554554777216718,0.633525585860433,95.2,0.1576,41.39,up
HDAC10,3,-0.058,0.098,-0.59,0.5546927741938,0.633652310711628,60,0.0174,5,down
RP5-937E21.8,2,0.183,0.31,0.59,0.555059529274316,0.634040331858804,72.1,0.1466,3.58,up
MOB2,3,0.071,0.121,0.59,0.555214131374443,0.634153170552342,80,0.0292,10.02,up
POLR2D,3,0.077,0.131,0.59,0.55523342102681,0.634153170552342,93.4,0.0399,30.38,up
REXO1,3,0.031,0.052,0.59,0.555239582367499,0.634153170552342,0,0,0.4,up
SNRNP35,3,-0.016,0.028,-0.59,0.555402950943,0.634308810002668,0,0,0.45,down
RP11-864N7.2,3,0.028,0.047,0.59,0.555463559431251,0.634347080823795,0,0,0.16,up
HCRTR1,3,-0.074,0.126,-0.59,0.555513297299541,0.634372934118004,68.1,0.0302,6.28,down
RP11-268J15.5,3,-0.233,0.395,-0.59,0.555634771213678,0.634480700455658,85.9,0.3795,14.18,down
LLNLF-65H9.1,3,-0.05,0.085,-0.59,0.555759271192431,0.634591911582051,0,0,0.88,down
HNRNPA1P28,3,0.061,0.103,0.59,0.55589996245932,0.634721598927433,0,0,0.76,up
FRMD6,3,0.043,0.073,0.59,0.556057588631533,0.634870608802397,69.9,0.0103,6.64,up
PDLIM7,3,0.237,0.402,0.59,0.556294913911373,0.635110594993725,96.8,0.4553,63.4,up
PCBP1-AS1,3,0.048,0.082,0.59,0.556443836160306,0.635249634756236,83.6,0.0152,12.19,up
TTTY15,3,0.289,0.491,0.59,0.556610809422472,0.635409267422737,0,0,0.85,up
NDUFAF7,3,-0.019,0.033,-0.59,0.556798959191235,0.635587510174185,0,0,0.38,down
ARL10,3,-0.168,0.285,-0.59,0.556821250743398,0.635587510174185,95,0.2158,40.19,down
CERS2,3,-0.083,0.141,-0.59,0.557094037450141,0.635867878622574,92.4,0.045,26.33,down
CCM2L,2,-0.206,0.351,-0.59,0.557441458378372,0.636206865973348,90.5,0.2237,10.53,down
CLIC4,3,-0.119,0.202,-0.59,0.557445385449158,0.636206865973348,93.1,0.1126,28.81,down
RP11-982M15.2,3,0.075,0.127,0.59,0.557637531456337,0.636395133281075,87.9,0.0361,16.57,up
CDH8,2,0.181,0.309,0.59,0.557828220120479,0.636581719143972,58.4,0.1225,2.4,up
PCNPP1,2,0.076,0.13,0.59,0.557925213447478,0.636651666568707,0,0,0.17,up
CDS1,3,-0.076,0.129,-0.59,0.55794390788402,0.636651666568707,87.9,0.0393,16.54,down
VWFP1,2,0.345,0.589,0.59,0.558203320175411,0.636916627119623,95.5,0.6631,22.44,up
CALM2P4,2,-0.06,0.103,-0.59,0.558307014006345,0.637003893886754,0,0,0.24,down
ANKRD44,3,0.124,0.211,0.59,0.558423196617718,0.637105400605525,91.4,0.0906,23.31,up
RP11-129M16.4,3,0.112,0.191,0.58,0.558548972718539,0.637217842115517,70.2,0.0695,6.71,up
HAS2,3,-0.228,0.39,-0.58,0.558593657709646,0.637237764781925,91.2,0.3208,22.7,down
ARPC3P5,3,0.207,0.354,0.58,0.558688278637329,0.637314649121448,94.5,0.3501,36.14,up
ATP6V0E2-AS1,3,-0.167,0.285,-0.58,0.55899672221439,0.637635428823539,90.8,0.2033,21.84,down
RP11-2C24.4,3,0.065,0.111,0.58,0.559121179860569,0.637746318732937,70.9,0.0242,6.87,up
RP11-80P20.3,3,-0.106,0.181,-0.58,0.559212532258819,0.637819439078479,70.4,0.0611,6.76,down
CDK7P1,3,0.159,0.273,0.58,0.559249378836493,0.637830387779949,91.7,0.1997,24.01,up
SERPINB5,3,-0.087,0.149,-0.58,0.559346499261713,0.637910075086107,79.1,0.0443,9.59,down
ANKFY1,3,0.047,0.081,0.58,0.559449460769689,0.637996415801512,88,0.0163,16.7,up
CTD-2192D1.2,3,-0.136,0.232,-0.58,0.559585680007876,0.638100982247792,89.3,0.1362,18.64,down
RP5-984P4.1,2,0.056,0.095,0.58,0.559600429926983,0.638100982247792,0,0,0.97,up
TATDN2P2,3,0.148,0.253,0.58,0.559622929879413,0.638100982247792,91.5,0.1711,23.61,up
UPF3A,3,-0.083,0.143,-0.58,0.560085496604121,0.638597310896005,92.3,0.051,26.09,down
RP11-17P16.1,2,0.288,0.495,0.58,0.560152697756491,0.638642825919623,71.8,0.3542,3.55,up
ANKRD13C,3,-0.068,0.116,-0.58,0.560255370496933,0.638728776504296,85.4,0.0306,13.67,down
CTD-2311M21.2,2,0.268,0.46,0.58,0.560284133119036,0.638730460318667,94.7,0.4007,18.8,up
RP11-354M1.2,3,0.073,0.125,0.58,0.560387677764441,0.638817392198091,87.7,0.0375,16.23,up
LPAR5,3,0.115,0.198,0.58,0.560637252023117,0.639070774864099,92.1,0.1039,25.29,up
C10orf128,2,-0.149,0.256,-0.58,0.560889654888254,0.639327357027761,92.6,0.1213,13.47,down
MAL2,3,-0.07,0.12,-0.58,0.560946909008254,0.639361485683817,74.3,0.0257,7.78,down
PRICKLE1,3,0.165,0.284,0.58,0.56115305254364,0.639565305369982,92.7,0.2129,27.49,up
MTMR6,3,-0.034,0.059,-0.58,0.561201918915189,0.639589859780217,49.7,0.0051,3.98,down
USO1,3,-0.034,0.058,-0.58,0.561795661844084,0.640230314558563,61.1,0.006,5.15,down
SMN2,3,0.107,0.184,0.58,0.561818579249947,0.640230314558563,89.6,0.0902,19.3,up
AP2A1,3,0.023,0.039,0.58,0.561904790280133,0.640297387707133,0,0,1.96,up
C6orf52,3,-0.143,0.246,-0.58,0.562132474650074,0.64052565708156,75.4,0.1335,8.12,down
ZNF414,3,0.055,0.094,0.58,0.562289088483696,0.640672926372102,41.9,0.0109,3.44,up
CALM3,3,0.025,0.043,0.58,0.562500739010932,0.640882887155987,28.4,0.0016,2.79,up
AKR7A3,3,0.171,0.296,0.58,0.562723807947296,0.641105836386736,90.8,0.2194,21.72,up
LINC01232,3,0.106,0.184,0.58,0.562777757967714,0.641113576803758,72.5,0.0628,7.28,up
HIST2H2BE,3,0.085,0.147,0.58,0.562785376980667,0.641113576803758,81.1,0.0394,10.57,up
RP11-391L3.5,3,0.147,0.255,0.58,0.5632482198153,0.641609614484494,88.9,0.1631,17.95,up
OR7E91P,3,-0.069,0.12,-0.58,0.563580216822268,0.641956561510022,0,0,0.43,down
TMEM44,3,-0.151,0.261,-0.58,0.563823559669288,0.642202496511208,88.1,0.1658,16.81,down
DDX10,3,0.068,0.118,0.58,0.563904397592287,0.642263321327195,81.2,0.0294,10.66,up
ZNF142,3,-0.029,0.051,-0.58,0.563991689918181,0.642331491159614,24.5,0.0021,2.65,down
NRF1,3,-0.07,0.122,-0.58,0.564159589994574,0.642491454253611,92.7,0.0393,27.51,down
PKMP5,2,0.278,0.481,0.58,0.564271071515326,0.642556262612928,91.5,0.4262,11.83,up
ZNF799,3,-0.112,0.194,-0.58,0.564271395212694,0.642556262612928,93.8,0.0978,32.37,down
CCDC40,3,-0.155,0.268,-0.58,0.564329238334916,0.64259087168898,85.7,0.1782,13.97,down
RP11-1000B6.5,2,-0.103,0.178,-0.58,0.564565061099558,0.642828129543244,62.4,0.043,2.66,down
AC083949.1,3,-0.054,0.093,-0.58,0.564951951311464,0.643237365187259,29.4,0.0085,2.83,down
C4orf32,3,0.031,0.053,0.58,0.56505941567054,0.643328430593438,0,0,1.13,up
AC097381.1,2,-0.137,0.237,-0.58,0.565122400744671,0.643368849286646,0,0,0.39,down
MRPL41,3,0.104,0.181,0.57,0.565478929945181,0.643725512969206,91.7,0.0893,24.17,up
CTB-33G10.1,3,-0.043,0.075,-0.57,0.565490685150957,0.643725512969206,32.1,0.0056,2.95,down
ACOX1,3,-0.076,0.133,-0.57,0.565541304149798,0.64375183023791,91.2,0.0366,22.8,down
KRT13,3,-0.403,0.701,-0.57,0.565722968774273,0.643927306040891,93.8,1.1872,32.06,down
RP11-23P13.4,3,-0.109,0.191,-0.57,0.565752955429243,0.64393012756567,91,0.0946,22.16,down
RASGRF2,3,-0.109,0.19,-0.57,0.565781589003042,0.643931408837622,71.9,0.0625,7.12,down
ACTG1P14,3,0.079,0.138,0.57,0.565861218507673,0.643990727018626,57.7,0.0319,4.73,up
RP11-76E16.2,2,-0.07,0.123,-0.57,0.566039990301103,0.644162864995553,0,0,0.99,down
RBAK,3,0.078,0.137,0.57,0.566491498256781,0.644645349409022,91.8,0.0506,24.32,up
SULF1,3,-0.174,0.304,-0.57,0.567025806315381,0.645222005640519,84.6,0.179,12.97,down
RPS15P5,2,-0.195,0.341,-0.57,0.567224790453152,0.645417057294407,88.1,0.2057,8.41,down
MIR937,2,0.202,0.354,0.57,0.567418255638643,0.645605810549479,85.2,0.2153,6.77,up
ABHD14B,3,-0.1,0.175,-0.57,0.567588824013497,0.645768494839949,93.4,0.0832,30.28,down
AKAP6,3,0.235,0.411,0.57,0.567675973118842,0.645829661000561,96.1,0.4465,51.26,up
ARRDC3-AS1,3,0.068,0.12,0.57,0.56769776301459,0.645829661000561,54.9,0.0212,4.43,up
GTPBP6,3,-0.024,0.042,-0.57,0.567869619204526,0.645993775680764,0,0,1.25,down
BRD9P2,2,-0.703,1.231,-0.57,0.568033625368909,0.646148944859361,95.1,2.8834,20.52,down
HIGD1AP10,2,0.374,0.656,0.57,0.56814820406644,0.646244407320132,91.9,0.7917,12.31,up
RPL23AP74,3,-0.029,0.052,-0.57,0.568172760350961,0.646244407320132,16.1,0.0018,2.39,down
METTL25,3,-0.047,0.082,-0.57,0.56828689173598,0.646342201242744,68.6,0.0119,6.37,down
CEBPB-AS1,3,-0.075,0.132,-0.57,0.568322442964019,0.646342201242744,47.2,0.0231,3.79,down
ST7-AS1,3,-0.125,0.218,-0.57,0.568341572488387,0.646342201242744,90.4,0.124,20.73,down
CTD-2227E11.1,2,-0.105,0.185,-0.57,0.568394880059053,0.646371423235481,53.7,0.0366,2.16,down
MAX,3,-0.068,0.119,-0.57,0.568850455696365,0.646858074293025,94.1,0.0384,33.95,down
RP11-134G8.10,3,-0.16,0.281,-0.57,0.568979009681482,0.646968437657524,95,0.2188,39.68,down
RN7SL3,3,0.133,0.233,0.57,0.569002785018288,0.646968437657524,71.9,0.1119,7.11,up
EFNB1,3,0.055,0.096,0.57,0.569144823323961,0.647098507416125,64.1,0.0155,5.57,up
RP11-24N18.1,3,0.111,0.195,0.57,0.569254360399053,0.647191613529938,86.1,0.0952,14.42,up
RP11-297C4.6,2,0.433,0.761,0.57,0.56957121929737,0.647520405639947,96.5,1.1164,28.29,up
RP11-50D9.1,3,-0.04,0.07,-0.57,0.569679467173933,0.647612016660577,3.9,6e-04,2.08,down
CLIC2,3,0.136,0.239,0.57,0.570102068192841,0.648060958302638,79.9,0.1041,9.94,up
ZNF597,3,-0.031,0.055,-0.57,0.570161667397004,0.648097235704403,30.2,0.0028,2.86,down
SRSF5,3,0.075,0.133,0.57,0.570201750652079,0.648111327070382,71.1,0.0355,6.92,up
THEM5,3,-0.097,0.171,-0.57,0.570245912101056,0.648130052261294,79.7,0.0521,9.83,down
RP11-613M10.6,3,-0.032,0.057,-0.57,0.570474780499806,0.648358699651404,0,0,0.4,down
RP11-46D6.1,3,0.098,0.173,0.57,0.570599467686122,0.64846892606391,75.3,0.0649,8.11,up
H2AFV,3,-0.026,0.046,-0.57,0.570738454314431,0.648595391865941,57.2,0.0033,4.67,down
RP11-298J20.4,3,-0.058,0.103,-0.57,0.570889806425666,0.648735897020312,72.6,0.0187,7.3,down
STARD10,3,0.081,0.143,0.57,0.571123967333091,0.648970484505622,83.5,0.0459,12.15,up
RP11-201K10.3,3,0.089,0.157,0.57,0.571437880958473,0.649255075271797,92.5,0.067,26.52,up
DLL4,2,-0.147,0.261,-0.57,0.57146002524675,0.649255075271797,90.9,0.1237,11.04,down
TMEM267,3,0.044,0.078,0.57,0.571460678847364,0.649255075271797,58.2,0.0104,4.79,up
SCAF4,3,-0.102,0.181,-0.57,0.571485361441128,0.649255075271797,94.4,0.0882,35.73,down
MSH5,3,0.035,0.062,0.57,0.571573134348328,0.649323279722411,0,0,0.07,up
SFSWAP,3,0.018,0.032,0.57,0.571662876951929,0.649393715075834,0,0,0.32,up
KIFC3,3,-0.068,0.121,-0.57,0.571921442759722,0.649655912925191,82.2,0.0325,11.23,down
PPP1R18,3,0.066,0.117,0.56,0.572308480702279,0.650064012070437,82.8,0.0284,11.64,up
SUPT5H,3,0.035,0.062,0.56,0.572351432060391,0.650081255366409,72.9,0.0079,7.38,up
RAB3IP,3,-0.072,0.127,-0.56,0.572515776795646,0.650221693594644,85.3,0.0379,13.64,down
VEZF1P1,2,-0.236,0.418,-0.56,0.572530631311581,0.650221693594644,85.1,0.3024,6.7,down
ZCCHC8,3,0.05,0.089,0.56,0.572889900773929,0.650598151031723,76.4,0.0169,8.48,up
POM121C,3,0.097,0.173,0.56,0.57325412620373,0.650980199878874,92.1,0.0807,25.2,up
RAB43P1,3,0.101,0.18,0.56,0.573370800119618,0.651081108901292,76.9,0.07,8.66,up
LMO2,3,0.236,0.42,0.56,0.573562750702002,0.651267483080285,96.5,0.3773,57.93,up
ASS1P7,2,0.036,0.064,0.56,0.573766565377169,0.651467309934236,0,0,0.59,up
RP11-420O16.2,2,0.308,0.547,0.56,0.573837237221866,0.651515951407831,96.6,0.579,29.51,up
MT-ND6,3,-0.12,0.214,-0.56,0.573933074935664,0.651591605717614,70.2,0.0865,6.7,down
C1orf220,2,-0.062,0.111,-0.56,0.573970537390954,0.651591605717614,0,0,0.02,down
